Vulnerable,Git Commit Hash,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,File,dns-host.c,nss_dns\dns-host.c,11.0,91.0,11.0,133,967,180,17.0,15.0,22.0,10.0,109.0,11.0,88.0,10.0,,,,0.0,,,,,,10.0,,,,,,,,,,,,,,1250,133,919,202,622,178,19,34,,,,471.0,633,111,0,522,,,,,,63.0,59.0,89.0,48.0,,,4,,,0.19,165.0,150.0,224.0,109.0
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Static Function,"gaih_getanswer(const querybuf *,int,const querybuf *,int,const char *,struct gaih_addrtuple **,char *,size_t,int *,int *,int32_t *)",nss_dns\dns-host.c,,,,3,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,36,3,27,11,18,6,0,0,2.0,6.0,1.0,6.0,9,3,0,6,4.0,4.0,11.0,1.0,0.0,,,,,0.0,,2,0.0,,0.22,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Static Function,"gaih_getanswer_slice(const querybuf *,int,const char *,struct gaih_addrtuple ***,char **,size_t *,int *,int *,int32_t *,int *)",nss_dns\dns-host.c,,,,31,186,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,234,31,178,31,128,22,6,3,27.0,511498.0,6.0,94.0,121,20,0,101,32.0,32.0,48.0,22.0,58.0,,,,,58.0,,4,58.0,,0.12,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Static Function,"getanswer_r(const querybuf *,int,const char *,int,struct hostent *,char *,size_t,int *,int *,int,int32_t *,char **)",nss_dns\dns-host.c,,,,29,323,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,383,29,321,30,233,53,0,2,27.0,999999999.0,9.0,177.0,239,19,0,220,63.0,59.0,89.0,48.0,192.0,,,,,192.0,,4,192.0,,0.17,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Function,hidden_def(),nss_dns\dns-host.c,,,,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11,2,9,6,2,0,0,0,1.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Function,hidden_def(),nss_dns\dns-host.c,,,,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,11,2,9,6,2,0,0,0,1.0,1.0,0.0,1.0,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Function,hidden_proto(enum nss_status),nss_dns\dns-host.c,,,,12,87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,109,12,87,18,63,10,0,0,12.0,266.0,2.0,45.0,62,10,0,52,17.0,12.0,19.0,9.0,13.0,,,,,12.0,,3,12.0,,0.11,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Function,hidden_proto(enum nss_status),nss_dns\dns-host.c,,,,13,148,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,166,13,135,31,95,5,11,4,18.0,584.0,3.0,77.0,96,19,0,77,21.0,19.0,27.0,12.0,18.0,,,,,18.0,,3,18.0,,0.04,,,,
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Struct,host_data,nss_dns\dns-host.c,0.0,0.0,0.0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0,7,5,0,1,0,0,,,,,4,4,0,0,,,,,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,0.14,0.0,0.0,0.0,0.0
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Struct,host_data,nss_dns\dns-host.c,0.0,0.0,0.0,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,0,6,4,0,1,0,0,,,,,3,3,0,0,,,,,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,0.17,0.0,0.0,0.0,0.0
Yes,f7a9f785e547bd599dee496fd906a28bcb4ec7fe,Union,querybuf,nss_dns\dns-host.c,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,0,5,3,0,0,0,0,,,,,2,2,0,0,,,,,,0.0,0.0,0.0,0.0,,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,"__res_nquerydomain(res_state,const char *,const char *,int,int,u_char *,int)",resolv\res_query.c,,,,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,12,0,12,7,3,3,0,0,2.0,1.0,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.25,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,__res_state(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,libresolv_hidden_def(),resolv\res_query.c,,,,1,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12,1,11,8,2,4,0,0,1.0,1.0,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.36,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,libresolv_hidden_def(),resolv\res_query.c,,,,16,135,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,211,16,130,23,97,65,3,2,8.0,55488.0,5.0,58,85,10,0,75,27.0,25.0,54.0,14.0,19.0,,,,,18.0,,4,17.0,,0.5,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,libresolv_hidden_def(),resolv\res_query.c,,,,1,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12,1,11,8,2,4,0,0,1.0,1.0,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.36,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,libresolv_hidden_def(),resolv\res_query.c,,,,3,43,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,52,3,38,17,18,9,3,2,5.0,4.0,1.0,14,17,3,0,14,4.0,4.0,4.0,4.0,5.0,,,,,5.0,,2,5.0,,0.24,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,Function,libresolv_hidden_def(),resolv\res_query.c,,,,2,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,38,2,36,6,24,0,0,0,9.0,39.0,2.0,25,34,3,3,28,10.0,10.0,13.0,7.0,12.0,,,,,12.0,,3,12.0,,0.0,,,,
Yes,b59d114bd1e0571fba85b3cbcc61d4f4b42f5d1b,File,res_query.c,resolv\res_query.c,4.0,41.0,14.0,46,450,179,7.0,7.0,12.0,4.0,56.0,4.0,40.0,14.0,,,,0.0,,,,,,6.0,,,,,,,,,,,,,,649,46,392,83,254,179,24,35,,,,161,234,35,4,195,,,,,,27.0,25.0,54.0,14.0,,,4,,,0.46,44.0,42.0,74.0,28.0
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,"__res_nameinquery(const char *,int,int,const u_char *,const u_char *)",resolv\res_send.c,,,,2,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,25,2,23,9,15,0,0,0,4.0,5.0,1.0,18,22,6,0,16,7.0,7.0,9.0,5.0,9.0,,,,,9.0,,2,9.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,"__res_nsend(res_state,const u_char *,int,u_char *,int)",resolv\res_send.c,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7,0,7,3,2,0,0,0,2.0,1.0,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,__res_state(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"evAddTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv\res_send.c,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10,0,10,3,5,0,0,0,4.0,2.0,0.0,4,5,0,0,5,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"evCmpTime(struct timespec,struct timespec)",resolv\res_send.c,,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8,1,7,3,4,0,0,0,1.0,2.0,0.0,3,4,1,0,3,4.0,4.0,4.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"evConsTime(struct timespec *,time_t,long)",resolv\res_send.c,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5,0,5,2,2,0,0,0,4.0,1.0,0.0,2,2,0,0,2,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,evNowTime(struct timespec *),resolv\res_send.c,,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9,1,8,3,4,0,0,0,3.0,2.0,0.0,3,4,1,0,3,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"evSubTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv\res_send.c,,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12,0,12,3,7,0,0,0,4.0,2.0,0.0,4,5,0,0,5,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,libresolv_hidden_def(),resolv\res_send.c,,,,6,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,55,6,31,11,22,18,0,0,3.0,8.0,1.0,22,29,6,0,23,10.0,10.0,12.0,8.0,12.0,,,,,12.0,,2,12.0,,0.58,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,libresolv_hidden_def(),resolv\res_send.c,,,,23,219,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,271,18,145,20,114,27,75,10,18.0,8642.0,4.0,64,90,6,1,83,31.0,31.0,46.0,18.0,38.0,,,,,38.0,,4,36.0,,0.19,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,libresolv_hidden_def(),resolv\res_send.c,,,,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18,3,9,6,4,6,0,0,1.0,2.0,0.0,2,3,0,0,3,2.0,2.0,3.0,1.0,1.0,,,,,0.0,,1,0.0,,0.67,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"reopen(res_state,int *,int)",resolv\res_send.c,,,,3,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45,3,30,6,21,12,0,0,11.0,13.0,1.0,14,20,2,0,18,7.0,7.0,8.0,4.0,5.0,,,,,4.0,,3,4.0,,0.4,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Function,"res_ourserver_p(const res_state,const struct sockaddr_in6 *)",resolv\res_send.c,,,,3,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,35,3,32,12,23,0,0,0,3.0,7.0,1.0,13,19,6,0,13,7.0,7.0,13.0,7.0,10.0,,,,,10.0,,3,10.0,,0.0,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,File,res_send.c,resolv\res_send.c,5.0,65.0,12.0,108,1072,281,12.0,12.0,17.0,7.0,82.0,5.0,59.0,12.0,,,,0.0,,,,,,15.0,,,,,,,,,,,,,,1453,99,900,181,665,273,126,64,,,,443,595,105,1,489,,,,,,61.0,61.0,101.0,39.0,,,5,,,0.3,174.0,174.0,257.0,110.0
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"send_dg(res_state,const u_char *,int,const u_char *,int,u_char **,int *,int *,int,int *,int *,u_char **,u_char **,int *,int *,int *)",resolv\res_send.c,,,,17,361,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,439,17,342,41,266,61,6,15,45.0,20353228.0,7.0,163,215,31,0,184,61.0,61.0,101.0,39.0,252.0,,,,,242.0,,5,242.0,,0.18,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"send_vc(res_state,const u_char *,int,const u_char *,int,u_char **,int *,int *,int,u_char **,u_char **,int *,int *,int *)",resolv\res_send.c,,,,14,203,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,271,14,198,38,155,54,2,3,32.0,87432.0,5.0,117,145,26,0,119,33.0,33.0,45.0,19.0,38.0,,,,,35.0,,3,33.0,,0.27,,,,
Yes,f2b3078e6a20211233d4971653838e06d048296a,Static Function,"sock_eq(struct sockaddr_in6 *,struct sockaddr_in6 *)",resolv\res_send.c,,,,0,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,23,0,23,10,18,1,0,0,3.0,4.0,1.0,6,9,1,0,8,4.0,4.0,8.0,3.0,3.0,,,,,3.0,,2,3.0,,0.04,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,__attribute__(),resolv\res_send.c,,,,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9,0,9,4,4,0,0,0,2.0,2.0,0.0,3,4,0,0,4,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,"__res_nameinquery(const char *,int,int,const u_char *,const u_char *)",resolv\res_send.c,,,,2,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,25,2,23,9,15,0,0,0,4.0,5.0,1.0,18,22,6,0,16,7.0,7.0,9.0,5.0,9.0,,,,,9.0,,2,9.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,"__res_nsend(res_state,const u_char *,int,u_char *,int)",resolv\res_send.c,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7,0,7,3,2,0,0,0,2.0,1.0,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,__res_state(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"evAddTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv\res_send.c,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10,0,10,3,5,0,0,0,4.0,2.0,0.0,4,5,0,0,5,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"evCmpTime(struct timespec,struct timespec)",resolv\res_send.c,,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8,1,7,3,4,0,0,0,1.0,2.0,0.0,3,4,1,0,3,4.0,4.0,4.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"evConsTime(struct timespec *,time_t,long)",resolv\res_send.c,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5,0,5,2,2,0,0,0,4.0,1.0,0.0,2,2,0,0,2,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,evNowTime(struct timespec *),resolv\res_send.c,,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9,1,8,3,4,0,0,0,3.0,2.0,0.0,3,4,1,0,3,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"evSubTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv\res_send.c,,,,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12,0,12,3,7,0,0,0,4.0,2.0,0.0,4,5,0,0,5,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,libresolv_hidden_def(),resolv\res_send.c,,,,6,31,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,55,6,31,11,22,18,0,0,3.0,8.0,1.0,22,29,6,0,23,10.0,10.0,12.0,8.0,12.0,,,,,12.0,,2,12.0,,0.58,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,libresolv_hidden_def(),resolv\res_send.c,,,,23,219,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,273,18,145,20,114,27,77,10,18.0,8642.0,4.0,64,90,6,1,83,31.0,31.0,46.0,18.0,38.0,,,,,38.0,,4,36.0,,0.19,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,libresolv_hidden_def(),resolv\res_send.c,,,,3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18,3,9,6,4,6,0,0,1.0,2.0,0.0,2,3,0,0,3,2.0,2.0,3.0,1.0,1.0,,,,,0.0,,1,0.0,,0.67,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"reopen(res_state,int *,int)",resolv\res_send.c,,,,3,30,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,45,3,30,6,21,12,0,0,11.0,13.0,1.0,14,20,2,0,18,7.0,7.0,8.0,4.0,5.0,,,,,4.0,,3,4.0,,0.4,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Function,"res_ourserver_p(const res_state,const struct sockaddr_in6 *)",resolv\res_send.c,,,,3,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,35,3,32,12,23,0,0,0,3.0,7.0,1.0,13,19,6,0,13,7.0,7.0,13.0,7.0,10.0,,,,,10.0,,3,10.0,,0.0,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,File,res_send.c,resolv\res_send.c,5.0,60.0,13.0,109,1056,447,11.0,11.0,16.0,6.0,77.0,4.0,55.0,12.0,,,,0.0,,,,,,16.0,,,,,,,,,,,,,,1604,100,894,175,655,436,125,58,,,,432,588,100,1,487,,,,,,64.0,64.0,105.0,39.0,,,6,,,0.49,178.0,178.0,263.0,111.0
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"send_dg(res_state,const u_char *,int,const u_char *,int,u_char **,int *,int *,int,int *,int *,u_char **,u_char **,int *,int *,int *)",resolv\res_send.c,,,,17,356,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,445,17,342,36,265,71,5,12,42.0,1437964.0,6.0,159,214,28,0,186,64.0,64.0,105.0,39.0,194.0,,,,,185.0,,6,185.0,,0.21,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"send_vc(res_state,const u_char *,int,const u_char *,int,u_char **,int *,int *,int,u_char **,u_char **,int *,int *,int *)",resolv\res_send.c,,,,13,183,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,254,13,183,33,142,58,0,0,28.0,58380.0,5.0,107,134,23,0,111,32.0,32.0,45.0,19.0,37.0,,,,,35.0,,3,33.0,,0.32,,,,
No,b66d837bb5398795c6b0f651bd5a5d66091d8577,Static Function,"sock_eq(struct sockaddr_in6 *,struct sockaddr_in6 *)",resolv\res_send.c,,,,0,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,23,0,23,10,18,1,0,0,3.0,4.0,1.0,6,9,1,0,8,4.0,4.0,8.0,3.0,3.0,,,,,3.0,,2,3.0,,0.04,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Function,"__res_nameinquery(const char *,int,int,const u_char *,const u_char *)",resolv\res_send.c,,,,2,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,25,2,23,9,15,0,0,0,4.0,5.0,1.0,18,22,6,0,16,7.0,7.0,9.0,5.0,9.0,,,,,9.0,,2,9.0,,0.0,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Function,"__res_nsend(res_state,const u_char *,int,u_char *,int)",resolv\res_send.c,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7,0,7,3,2,0,0,0,2.0,1.0,0.0,1,1,0,0,1,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Function,__res_state(),,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Static Function,"evAddTime(struct timespec *,const struct timespec *,const struct timespec *)",resolv\res_send.c,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10,0,10,3,5,0,0,0,4.0,2.0,0.0,4,5,0,0,5,2.0,2.0,2.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Static Function,"evCmpTime(struct timespec,struct timespec)",resolv\res_send.c,,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8,1,7,3,4,0,0,0,1.0,2.0,0.0,3,4,1,0,3,4.0,4.0,4.0,1.0,0.0,,,,,0.0,,1,0.0,,0.0,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Static Function,"evConsTime(struct timespec *,time_t,long)",resolv\res_send.c,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5,0,5,2,2,0,0,0,4.0,1.0,0.0,2,2,0,0,2,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0,0.0,,0.0,,,,
Yes,e9db92d3acfe1822d56d11abcea5bfc4c41cf6ca,Static Function,evNowTime(struct timespec *),resolv\res_send.c,,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,9,1,8,3,4,0,0,0,3.0,2.0,0.0,3,4,1,0,3,2.0,2.0,2.0,1.0,1.0,,,,,0.0,,1,0.0,,0.0,,,,
