File Path,Topological Index,Neutral Git Commit Hash,Vulnerable Git Commit Hash,Last Change Git Commit Hash,CVEs
tools/libxc/xc_dom_armzimageloader.c,0,2cd6bf3653a2b983c90bf3af42d199c499db4165,6d49536d844a2685a50281c5385a093a61911987,4fad2dc72a8607f50c3783e1cbcb3fb25e3af932,"[""CVE-2014-3716""]"
xen/arch/x86/domain.c,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,31ae587e6f0181bf1f7d196fe1b49357c8922e60,"[""CVE-2014-5146""]"
xen/arch/x86/domctl.c,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,a7d8ce78444dd8a5ee4d987745b6a4582ee43bf9,"[""CVE-2014-5146""]"
xen/arch/x86/mm/hap/hap.c,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,bc36a12f90c290a09ca515c20dafff6c4436d340,"[""CVE-2014-5146""]"
xen/arch/x86/mm/paging.c,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,bc36a12f90c290a09ca515c20dafff6c4436d340,"[""CVE-2014-5146""]"
xen/arch/x86/mm/shadow/common.c,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,3131c990b737f9892badd3184115829f05ca1edc,"[""CVE-2014-5146""]"
xen/common/domain.c,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,34155c34aec89ea0dec94c44d714c9085beb6135,"[""CVE-2014-5146""]"
xen/include/asm-x86/domain.h,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,340f8cb83013dc80ebd29ed5b743040a5a45c146,"[""CVE-2014-5146""]"
xen/include/asm-x86/paging.h,1,95e6d82224689fdfd967a093a4d69efc24c17e91,f093fcf90f420b18429dcbc6c91f9393171634ce,3131c990b737f9892badd3184115829f05ca1edc,"[""CVE-2014-5146""]"
xen/common/event_fifo.c,2,a4e0cea6fced50e251453dfe52e1b9dde77a84f5,0561e1f01e87b777bcc47971e4ae1f420314f4a0,400b3bd6426f3334e47f16d55fd42f438d7fe6fa,"[""CVE-2014-6268""]"
xen/arch/x86/x86_emulate/x86_emulate.c,3,0e442727ceccfa32a7276cccd205b4722e68fdc1,46a49b91f1026f64430b84dd83e845a33f06415e,3af450fd2d9403f208d3ac6459716f027b8597ad,"[""CVE-2014-7155""]"
xen/arch/x86/domain.c,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,0f67514c855299ad59bb18a91cb9ae1016a6e63b,"[""CVE-2014-5146""]"
xen/arch/x86/domctl.c,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,213fd25109a3996615b5b227a0a76835e3e90a10,"[""CVE-2014-5146""]"
xen/arch/x86/hvm/hvm.c,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,61fdda7acf3de11f3d50d50e5b4f4ecfac7e0d04,"[""CVE-2014-5146""]"
xen/arch/x86/mm/paging.c,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,974516cc54e627efea424f963ebd644dc54b55ea,"[""CVE-2014-5146""]"
xen/common/domain.c,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,aa673e9fa00c1f1fa90dfd531c89078b7afef7d3,"[""CVE-2014-5146""]"
xen/include/asm-x86/domain.h,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,1e71f2d7418dfdcf6356e4be8e9311ea607a1877,"[""CVE-2014-5146""]"
xen/include/asm-x86/paging.h,4,070493dfd2788e061b53f074b7ba97507fbcbf65,5a3eef4fbf7b16fb499c17021625bc997ef8bebd,974516cc54e627efea424f963ebd644dc54b55ea,"[""CVE-2014-5146""]"
tools/libxl/libxl_dm.c,5,91b0ae9db33f72468b1d411a07f53085c893c097,156e90e8f9ad74c7f91633630a882bdbb6caf5ff,7f0638e914a542f20e8bb369dd476dfc6c020f0a,"[""CVE-2015-2152""]"
tools/libxl/libxl_create.c,6,40412e3c99722229f1ec93cd95fc8486d778f5df,eedecb3cf0b2ce1ffc2eb08f3c73f88d42c382c9,0d0f28455d9c019475575d7a36f3c98fa4f0342d,"[""CVE-2015-8341""]"
tools/libxl/libxl_dom.c,6,40412e3c99722229f1ec93cd95fc8486d778f5df,eedecb3cf0b2ce1ffc2eb08f3c73f88d42c382c9,b38d426ad09b3e142f474c1dadfd6d6903664a48,"[""CVE-2015-8341""]"
tools/libxl/libxl_create.c,7,811b188addb9018d1daef19db73c577e9e99f7eb,181677977fc35ddb848ae4d440fbb72e8afc8a1e,32e9d0f065b78e42c4a5f7aba8bae153d465749a,"[""CVE-2016-4962""]"
tools/libxl/libxl_device.c,7,811b188addb9018d1daef19db73c577e9e99f7eb,181677977fc35ddb848ae4d440fbb72e8afc8a1e,99507d279361738de65498138460490b83d44cd4,"[""CVE-2016-4962""]"
tools/libxl/libxl_internal.h,7,811b188addb9018d1daef19db73c577e9e99f7eb,181677977fc35ddb848ae4d440fbb72e8afc8a1e,7e81d992b183c47a74eea5ecd613d27950b5cdc3,"[""CVE-2016-4962""]"
tools/libxl/libxl_device.c,8,481dddb63b1fac2368c8e8be109babee0b1ca171,811b188addb9018d1daef19db73c577e9e99f7eb,811b188addb9018d1daef19db73c577e9e99f7eb,"[""CVE-2016-4962""]"
tools/libxl/libxl_internal.h,8,481dddb63b1fac2368c8e8be109babee0b1ca171,811b188addb9018d1daef19db73c577e9e99f7eb,811b188addb9018d1daef19db73c577e9e99f7eb,"[""CVE-2016-4962""]"
tools/libxl/libxl_device.c,9,e3d851340c551554b93743606f180bd310a55da8,481dddb63b1fac2368c8e8be109babee0b1ca171,481dddb63b1fac2368c8e8be109babee0b1ca171,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,10,f9a7931b0d268ac57f585d67fc11be7c21f0f9da,e3d851340c551554b93743606f180bd310a55da8,7e81d992b183c47a74eea5ecd613d27950b5cdc3,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,11,e4dccc73a36f06f269c8bdc81fe58f8da9ff43fb,f9a7931b0d268ac57f585d67fc11be7c21f0f9da,f9a7931b0d268ac57f585d67fc11be7c21f0f9da,"[""CVE-2016-4962""]"
tools/libxl/libxl_internal.h,11,e4dccc73a36f06f269c8bdc81fe58f8da9ff43fb,f9a7931b0d268ac57f585d67fc11be7c21f0f9da,481dddb63b1fac2368c8e8be109babee0b1ca171,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,12,c429d90b6d6fb4885fa358b35b2338a697ce7973,e4dccc73a36f06f269c8bdc81fe58f8da9ff43fb,e4dccc73a36f06f269c8bdc81fe58f8da9ff43fb,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,13,0527125a6aae58a7eee8078184fced49dc2422ef,c429d90b6d6fb4885fa358b35b2338a697ce7973,c429d90b6d6fb4885fa358b35b2338a697ce7973,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,14,0dbc6af04f990c60e26c0898e02d5b741b9fcb20,0527125a6aae58a7eee8078184fced49dc2422ef,0527125a6aae58a7eee8078184fced49dc2422ef,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,15,7e03b128e0347b83f2b81697e2ad1e17c0682727,0dbc6af04f990c60e26c0898e02d5b741b9fcb20,0dbc6af04f990c60e26c0898e02d5b741b9fcb20,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,16,eaccadee0122476fda2f02137e5f26ed6a64675f,7e03b128e0347b83f2b81697e2ad1e17c0682727,7e03b128e0347b83f2b81697e2ad1e17c0682727,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,17,ca04e01490acc333b43cfc784751d09134e65e18,eaccadee0122476fda2f02137e5f26ed6a64675f,eaccadee0122476fda2f02137e5f26ed6a64675f,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,18,624c8621764630e812154df9ce78d4f1eadfada1,2538aaa238aef15ade4e8a77db84691aea265693,4f79473898bad5b311646b3a64e9892cd2993099,"[""CVE-2016-4962""]"
tools/libxl/libxl.c,19,03273df2ecbe04bdb16dab1b6dacf8175a0fe84a,624c8621764630e812154df9ce78d4f1eadfada1,624c8621764630e812154df9ce78d4f1eadfada1,"[""CVE-2016-4962""]"
xen/arch/arm/p2m.c,20,9ab1bd9ab64799816c8223a5f210b7a767ab4ccc,e228585d122817f987806145b09de7914c42a5fe,ed2cddb66b40cacdefd2e7920bde578d8da67fa9,"[""CVE-2016-5242""]"
xen/common/libelf/libelf-loader.c,21,fb08f7d009a64b96efa4462c9d19ed6881936859,f3fa3abf3e61fb1f25ce721e14ac324dda67311f,b2405fed195ae7020fc876fc688b0ec85405146c,"[""CVE-2016-9384""]"
xen/common/libelf/libelf-tools.c,21,fb08f7d009a64b96efa4462c9d19ed6881936859,f3fa3abf3e61fb1f25ce721e14ac324dda67311f,443701ef0c7ff30872e27419cf4356fb6bdb4059,"[""CVE-2016-9384""]"
xen/include/xen/libelf.h,21,fb08f7d009a64b96efa4462c9d19ed6881936859,f3fa3abf3e61fb1f25ce721e14ac324dda67311f,a00a3e1aa2844d4819d74e9b1df6eb66a6e07252,"[""CVE-2016-9384""]"
xen/arch/x86/irq.c,22,e7719a0dfac7a20cb7da5529e09773d8271bb78b,de20bb6c4f65c4161e0931402613f9ffac86302d,0762e2502f1fa955176c3f17c0cfb3916498428f,"[""CVE-2017-10917""]"
xen/common/event_2l.c,22,e7719a0dfac7a20cb7da5529e09773d8271bb78b,de20bb6c4f65c4161e0931402613f9ffac86302d,d89f48f58ee5568fc58c574690b06cb10e2ed7f7,"[""CVE-2017-10917""]"
xen/common/event_channel.c,22,e7719a0dfac7a20cb7da5529e09773d8271bb78b,de20bb6c4f65c4161e0931402613f9ffac86302d,d89f48f58ee5568fc58c574690b06cb10e2ed7f7,"[""CVE-2017-10917""]"
xen/common/event_fifo.c,22,e7719a0dfac7a20cb7da5529e09773d8271bb78b,de20bb6c4f65c4161e0931402613f9ffac86302d,d89f48f58ee5568fc58c574690b06cb10e2ed7f7,"[""CVE-2017-10917""]"
xen/common/schedule.c,22,e7719a0dfac7a20cb7da5529e09773d8271bb78b,de20bb6c4f65c4161e0931402613f9ffac86302d,d92b0e7fca263e0671940d0d446c64e850ca595c,"[""CVE-2017-10917""]"
xen/include/xen/event.h,22,e7719a0dfac7a20cb7da5529e09773d8271bb78b,de20bb6c4f65c4161e0931402613f9ffac86302d,78e24c269b0a4a8b864ece725e6d4209ed95dfa7,"[""CVE-2017-10917""]"
xen/common/grant_table.c,23,999d2ccb7f73408aa22656e1ba2f98b077eaa1c2,f859e4a3b9088a76fe733fd0312b0922f90b85e1,c98e9ec647df00a5726e00c93bd69a4d5a2d88e7,"[""CVE-2017-12135""]"
xen/common/grant_table.c,24,ad48fb963dbff02762d2db5396fa655ac0c432c7,999d2ccb7f73408aa22656e1ba2f98b077eaa1c2,999d2ccb7f73408aa22656e1ba2f98b077eaa1c2,"[""CVE-2017-12135""]"
xen/common/compat/grant_table.c,25,ca617570542e1d7d8de636d5396959bbf1dabab7,82d510c88dc12c8aa31aa97bab633b922737bdf4,4ef6b5f16c8a91cf6592f8817720a9de95b7052c,"[""CVE-2017-12135""]"
xen/arch/x86/mm/shadow/private.h,26,54e2292e8df7a1a7b041192be9d6d797b6d00869,ff2a793e15bb0b6254bc849ef8e83e1c284c3583,19cee44abfdf162a25d86f999d9a50bcfdf468bc,"[""CVE-2017-17563""]"
xen/include/asm-x86/mm.h,26,54e2292e8df7a1a7b041192be9d6d797b6d00869,ff2a793e15bb0b6254bc849ef8e83e1c284c3583,8d7b633adab76a778ccf3e3417e903b35333c528,"[""CVE-2017-17563""]"
xen/arch/x86/hvm/vmx/vmx.c,27,c0d98b35714fb707217c9062b6518e158cd72eea,36bc5fc631b08bcf03c6977e79f026a459d76302,451004603247205467ec34b366b4cfa3814a5d95,"[""CVE-2018-10472""]"
xen/arch/x86/hvm/vmx/vvmx.c,27,c0d98b35714fb707217c9062b6518e158cd72eea,36bc5fc631b08bcf03c6977e79f026a459d76302,451004603247205467ec34b366b4cfa3814a5d95,"[""CVE-2018-10472""]"
xen/include/asm-x86/hvm/vmx/vmx.h,27,c0d98b35714fb707217c9062b6518e158cd72eea,36bc5fc631b08bcf03c6977e79f026a459d76302,5cfbd651da3c30a5137488b06e39803cbaacc2b0,"[""CVE-2018-10472""]"
tools/libxl/libxl_device.c,28,d8f65e68a7c1047fad97206a6282c281247fadc2,c04c1866e5131e450ddcd114e32401477c60b816,9eaaedfcdee5dd50f8440d72cc759775ec3ce164,"[""CVE-2018-10472""]"
tools/libxl/libxl_dm.c,28,d8f65e68a7c1047fad97206a6282c281247fadc2,c04c1866e5131e450ddcd114e32401477c60b816,50f8ba84a50ebf80dd22067a04062dbaaf2621ff,"[""CVE-2018-10472""]"
tools/libxl/libxl_internal.h,28,d8f65e68a7c1047fad97206a6282c281247fadc2,c04c1866e5131e450ddcd114e32401477c60b816,50f8ba84a50ebf80dd22067a04062dbaaf2621ff,"[""CVE-2018-10472""]"
tools/libxl/libxl_qmp.c,28,d8f65e68a7c1047fad97206a6282c281247fadc2,c04c1866e5131e450ddcd114e32401477c60b816,db0c7dde021c29c2ae0d847d70fb7b59e02ea522,"[""CVE-2018-10472""]"
tools/libxl/libxl_linux.c,29,ce2f42605888f18f63ff9fe0d45dd69ae83045bb,371a23e65db5eb3a80a148586aeb551d4d0015f1,371a23e65db5eb3a80a148586aeb551d4d0015f1,"[""CVE-2018-19962"", ""CVE-2018-19967""]"
xen/arch/x86/guest/xen.c,30,8617e69fb8307b372eeff41d55ec966dbeba36eb,60529dfeca145a8ec00f5813a4c7179f0c1bfb97,25eb5eec796f5a965fda37c2968b3b7dd738eb72,"[""CVE-2018-19967""]"
xen/arch/x86/mm.c,30,8617e69fb8307b372eeff41d55ec966dbeba36eb,60529dfeca145a8ec00f5813a4c7179f0c1bfb97,3cbecb3c6307a23d5a2227b8f48eb395131e998e,"[""CVE-2018-19967""]"
xen/common/page_alloc.c,30,8617e69fb8307b372eeff41d55ec966dbeba36eb,60529dfeca145a8ec00f5813a4c7179f0c1bfb97,889b200cb521aaf8d175a872c856e8e570c1c044,"[""CVE-2018-19967""]"
xen/include/asm-x86/guest/xen.h,30,8617e69fb8307b372eeff41d55ec966dbeba36eb,60529dfeca145a8ec00f5813a4c7179f0c1bfb97,68ccebedb987f06fc9a78b1e3f33918119bd0abb,"[""CVE-2018-19967""]"
xen/include/asm-x86/mm.h,30,8617e69fb8307b372eeff41d55ec966dbeba36eb,60529dfeca145a8ec00f5813a4c7179f0c1bfb97,f46b6197344fca91db7e1d7bd6df0c4a2703ed6f,"[""CVE-2018-19967""]"
xen/arch/x86/mm.c,31,cc76410d20aff2cc07b268b0713dc1d2740c6e12,8617e69fb8307b372eeff41d55ec966dbeba36eb,8617e69fb8307b372eeff41d55ec966dbeba36eb,"[""CVE-2018-19967""]"
xen/drivers/passthrough/amd/iommu_map.c,32,1a7ffe466cd057daaef245b0a1ab6b82588e4c01,39611fdee5d138d4d39dc997051c3a7dd23b6df9,1ecb1ee4d8475475c3ccf72f6654644b242ce856,"[""CVE-2018-19962""]"
xen/drivers/passthrough/amd/iommu_map.c,33,937ef32565fa3a81fdb37b9dd5aa99a1b87afa75,1a7ffe466cd057daaef245b0a1ab6b82588e4c01,1a7ffe466cd057daaef245b0a1ab6b82588e4c01,"[""CVE-2018-19962""]"
xen/include/asm-x86/iommu.h,33,937ef32565fa3a81fdb37b9dd5aa99a1b87afa75,1a7ffe466cd057daaef245b0a1ab6b82588e4c01,32a5ea00ec75ef53e1f5e095786a34f98fd2e22b,"[""CVE-2018-19962""]"
xen/arch/x86/hvm/hvm.c,34,24d5282527f4647907b3572820b5335c15cd0356,29d28b29190ba09d53ae7e475108def84e16e363,f178a00c30173c0b268d99160e19ad299b1823a2,"[""CVE-2019-17341""]"
xen/drivers/passthrough/x86/iommu.c,35,1f0b0bb7773d537bcf169e021495d0986d9809fc,6d4f36c3fecc0a6a0991716199612c81d909316e,036c6cbddca28be5a526da045bb379fedfad8255,"[""CVE-2019-17341""]"
